,,,n,0.00,365.00,1.00,2.00,730.00,3.00,7.00,367.00,14.00,366.00,368.00,6.00,363.00,4.00,19.00,12.00,362.00,28.00,13.00,17.00
,,,a_n,117.34,2.70,-6.08,-7.50,-4.85,3.89,-3.26,-3.37,-3.44,-0.34,2.29,-3.13,1.15,-2.29,2.05,2.81,0.70,-0.37,-1.37,-1.68
,,,b_n,0.00,-13.21,6.80,3.06,-1.90,3.44,-3.04,2.77,-1.82,3.82,-2.90,1.93,3.16,-1.97,-2.04,0.14,-2.61,-2.52,1.93,1.38
,,,amplitude,117.34,13.48,9.13,8.10,5.20,5.20,4.46,4.36,3.89,3.84,3.69,3.67,3.36,3.02,2.90,2.81,2.70,2.54,2.37,2.17
,,,,,,,,,,,,,,,,,,,,,,,
N,Hour,DateTime,Pt,A0,A_Ns,,,,,,,,,,,,,,,,,,
36,12,1/2/25 12:00,87.37,117.34,-2.696047005,-5.906159983,-7.335105119,-4.845719239,4.148168317,-3.755865795,3.223625974,-3.85888583,0.240617068,-2.055514728,-2.790865697,-0.98581824,-2.478864952,0.847167905,2.717391886,-0.899357903,-1.942024655,-0.656828139,-0.933397249
37,13,1/2/25 13:00,89.44,117.34,0.814273718,-5.90116841,-7.330160067,-5.145563809,4.154899703,-3.767889263,2.347338633,-3.86353981,-0.762031194,-1.183770932,-2.780552946,-1.779080104,-2.483808238,0.809335257,2.711092761,-0.216010375,-1.974628584,-0.635560878,-0.909403017
38,14,1/2/25 14:00,92.94,117.34,4.269103032,-5.896173801,-7.325199932,-4.066658712,4.161611852,-3.779817749,1.309336336,-3.867804216,-1.712464984,-0.230031277,-2.770188697,-2.452418136,-2.488731079,0.771352302,2.704592793,0.481818269,-2.006436101,-0.61423836,-0.885273578
39,15,1/2/25 15:00,97.42,117.34,7.43300003,-5.891176159,-7.320224722,-1.898095697,4.168304732,-3.791650951,0.181130068,-3.871678619,-2.54556046,0.739641877,-2.759773143,-2.96044412,-2.493633434,0.733226093,2.697892464,1.147346307,-2.037434375,-0.592862438,-0.861012519
40,16,1/2/25 16:00,102.13,117.34,10.09035036,-5.886175487,-7.315234449,0.779060527,4.174978312,-3.803388571,-0.959554775,-3.875162628,-3.204233815,1.658082508,-2.749306477,-3.268913153,-2.498515263,0.694963712,2.690992271,1.73595742,-2.067610905,-0.57143497,-0.836623447
41,17,1/2/25 17:00,106.22,117.34,12.06005999,-5.881171786,-7.310229122,3.247468112,4.181632561,-3.815030314,-2.034133111,-3.878255891,-3.64335267,2.461673302,-2.738788892,-3.357032026,-2.503376526,0.656572264,2.683892724,2.208191719,-2.09695352,-0.54995782,-0.812109988
42,18,1/2/25 18:00,108.91,117.34,13.20789646,-5.876165059,-7.305208752,4.845719239,4.188267449,-3.826575885,-2.968574127,-3.880958097,-3.832828546,3.094752208,-2.728220583,-3.21886084,-2.508217183,0.61805888,2.67659435,2.532391099,-2.125450386,-0.528432856,-0.787475787
43,19,1/2/25 19:00,109.72,117.34,13.45563661,-5.87115531,-7.300173348,5.145563809,4.194882944,-3.838024994,-3.698501476,-3.883268973,-3.759678532,3.513467965,-2.717601747,-2.863713407,-2.513037194,0.579430711,2.669097689,2.686821563,-2.153090009,-0.506861947,-0.762724506
44,20,1/2/25 20:00,108.50,117.34,12.78639737,-5.866142539,-7.295122923,4.066658712,4.201479017,-3.849377353,-4.173628348,-3.885188287,-3.428914876,3.68881753,-2.706932578,-2.315529427,-2.517836519,0.540694932,2.661403296,2.661130252,-2.179861241,-0.485246971,-0.737859826
45,21,1/2/25 21:00,105.58,117.34,11.24578627,-5.861126751,-7.290057485,1.898095697,4.208055636,-3.860632674,-4.361221878,-3.886715844,-2.863201545,3.608655026,-2.696213276,-1.611260761,-2.522615119,0.501858737,2.653511742,2.457039484,-2.205753284,-0.463589806,-0.712885443
46,22,1/2/25 22:00,101.57,117.34,8.938793425,-5.856107948,-7.284977045,-0.779060527,4.214612771,-3.871790675,-4.248358205,-3.887851491,-2.101301287,3.278533041,-2.685444039,-0.798380593,-2.527372955,0.462929338,2.645423611,2.088231296,-2.230755697,-0.441892334,-0.687805071
47,23,1/2/25 23:00,97.28,117.34,6.02263658,-5.851086132,-7.279881614,-3.247468112,4.221150392,-3.882851074,-3.842812833,-3.888595113,-1.195419603,2.721318023,-2.674625066,0.068316635,-2.532109986,0.423913965,2.637139503,1.579430213,-2.254858395,-0.420156443,-0.662622437
48,0,1/3/25 0:00,93.50,117.34,2.696047005,-5.846061306,-7.274771202,-4.845719239,4.227668469,-3.893813592,-3.172524958,-3.888946635,-0.207627619,1.975606394,-2.663756557,0.93040879,-2.536826176,0.384819864,2.62866003,0.964745741,-2.278051656,-0.398384023,-0.637341287
49,1,1/3/25 1:00,90.81,117.34,-0.814273718,-5.841033472,-7.26964582,-5.145563809,4.234166971,-3.904677953,-2.283672652,-3.888906022,0.794391035,1.093051109,-2.652838714,1.729784159,-2.541521483,0.345654296,2.619985822,0.285385699,-2.300326127,-0.376576966,-0.611965379
50,2,1/3/25 2:00,89.44,117.34,-4.269103032,-5.836002634,-7.264505478,-4.066658712,4.240645868,-3.915443883,-1.237491524,-3.888473277,1.741977917,0.134783824,-2.64187174,2.412558627,-2.546195871,0.306424533,2.61111752,-0.41310631,-2.321672823,-0.354737168,-0.586498485
51,3,1/3/25 3:00,89.28,117.34,-7.43300003,-5.830968793,-7.259350187,-1.898095697,4.24710513,-3.926111111,-0.106056022,-3.887648445,2.570204255,-0.832819487,-2.630855836,2.932707887,-2.550849299,0.267137862,2.602055783,-1.083904093,-2.342083135,-0.332866528,-0.560944393
52,4,1/3/25 4:00,89.90,117.34,-10.09035036,-5.825931952,-7.254179957,0.779060527,4.253544728,-3.936679367,1.032685987,-3.886431609,3.222319876,-1.742736173,-2.619791207,3.255169835,-2.555481731,0.227801579,2.59280128,-1.682038052,-2.361548831,-0.310966947,-0.535306901
53,5,1/3/25 5:00,90.72,117.34,-12.06005999,-5.820892114,-7.248994799,3.247468112,4.259964631,-3.947148385,2.100283267,-3.884822891,3.653641738,-2.531939345,-2.608678059,3.358208028,-2.560093128,0.18842299,2.583354698,-2.167409896,-2.380062061,-0.289040331,-0.509589821
54,6,1/3/25 6:00,91.19,117.34,-13.20789646,-5.815849281,-7.243794724,4.845719239,4.26636481,-3.957517902,3.023185952,-3.882822453,3.834615613,-3.145763535,-2.597516597,3.234876891,-2.564683452,0.149009407,2.573716737,-2.507480792,-2.397615356,-0.267088584,-0.483796977
55,7,1/3/25 7:00,90.97,117.34,-13.45563661,-5.810803456,-7.238579743,5.145563809,4.272745235,-3.967787656,3.737812603,-3.880430498,3.752841147,-3.541691192,-2.586307027,2.893489901,-2.569252665,0.10956815,2.56388811,-2.679452735,-2.414201638,-0.245113615,-0.457932203
56,8,1/3/25 8:00,89.99,117.34,-12.78639737,-5.805754642,-7.233349866,4.066658712,4.279105877,-3.977957388,4.19493052,-3.877647266,3.413921538,-3.692297729,-2.575049557,2.357059196,-2.573800729,0.070106545,2.553869546,-2.671796901,-2.429814217,-0.223117336,-0.431999345
57,9,1/3/25 9:00,88.56,117.34,-11.24578627,-5.800702841,-7.228105103,1.898095697,4.285446705,-3.988026842,4.363047526,-3.874473038,2.8410796,-3.587151134,-2.563744396,1.661744376,-2.578327608,0.03063192,2.543661786,-2.485026529,-2.444446796,-0.201101658,-0.406002259
58,10,1/3/25 10:00,87.19,117.34,-8.938793425,-5.795648056,-7.222845466,-0.779060527,4.291767692,-3.997995764,4.230581555,-3.870908135,2.073566533,-3.233534561,-2.552391753,0.854415066,-2.582833263,-0.008848395,2.533265588,-2.131662515,-2.458093474,-0.179068496,-0.37994481
59,11,1/3/25 11:00,86.52,117.34,-6.02263658,-5.790590289,-7.217570966,-3.247468112,4.298068807,-4.007863902,3.80665857,-3.866952915,1.163972429,-2.65594185,-2.540991839,-0.010508463,-2.587317659,-0.048327065,2.522681721,-1.63539402,-2.470748745,-0.157019765,-0.353830871
60,12,1/3/25 12:00,87.08,117.34,-2.696047005,-5.785529543,-7.212281614,-4.845719239,4.304350022,-4.017631008,3.120483853,-3.862607777,0.174622789,-1.894380917,-2.529544864,-0.874723639,-2.591780757,-0.087796761,2.511910969,-1.02949038,-2.482407507,-0.134957382,-0.327664327
61,13,1/3/25 13:00,89.15,117.34,0.814273718,-5.780465821,-7.206977419,-5.145563809,4.310611306,-4.027296836,2.219329969,-3.85787316,-0.826692026,-1.001602545,-2.51805104,-1.679975642,-2.596222521,-0.127250151,2.50095413,-0.354570755,-2.493065057,-0.112883266,-0.301449065
62,14,1/3/25 14:00,92.66,117.34,4.269103032,-5.775399125,-7.201658394,-4.066658712,4.316852633,-4.036861141,1.165280016,-3.852749541,-1.771361801,-0.03944651,-2.506510581,-2.371984225,-2.600642915,-0.166679909,2.489812017,0.344118932,-2.502717097,-0.090799335,-0.275188986
63,15,1/3/25 15:00,97.16,117.34,7.43300003,-5.770329457,-7.196324549,-1.898095697,4.323073971,-4.046323684,0.030950549,-3.847237436,-2.594657644,0.925441853,-2.4949237,-2.90410263,-2.605041902,-0.206078711,2.478485453,1.019739236,-2.511359733,-0.06870751,-0.248887992
