DateTime,year,n,a_n,b_n,amplitude,period_hours
799,2024,799,-0.786982187,0.388618522,0.877704573,10.96370463
800,2024,800,0.06270041,-1.115482338,1.117243119,10.95
801,2024,801,1.138327466,-0.172872944,1.151379379,10.93632959
802,2024,802,0.444880898,1.261440765,1.337591797,10.92269327
803,2024,803,-0.321164237,-0.457693309,0.559132929,10.90909091
804,2024,804,0.367073046,-0.31704501,0.485036246,10.89552239
805,2024,805,0.241362578,0.897327962,0.929221914,10.88198758
806,2024,806,-0.344214258,-0.482170933,0.592429122,10.86848635
807,2024,807,-0.634565249,-1.160380367,1.322556483,10.85501859
808,2024,808,0.71608646,-0.383517538,0.81232107,10.84158416
809,2024,809,0.742360381,-0.382089409,0.834919908,10.82818294
810,2024,810,0.589264573,0.079761813,0.59463828,10.81481481
811,2024,811,-0.470983419,0.436969489,0.642470011,10.80147965
812,2024,812,0.196626297,-0.766373062,0.791195027,10.78817734
813,2024,813,0.607547426,0.527046292,0.804295759,10.77490775
814,2024,814,-0.57066965,0.490527239,0.752516326,10.76167076
815,2024,815,0.281734242,0.137157695,0.313347118,10.74846626
816,2024,816,0.231761096,0.353177947,0.422430903,10.73529412
817,2024,817,-0.623032901,-0.228835291,0.663728549,10.72215422
818,2024,818,0.120049013,0.066303427,0.137141934,10.70904645
819,2024,819,0.339184954,0.095000058,0.352237766,10.6959707
820,2024,820,-1.109511781,0.387418785,1.17520624,10.68292683
821,2024,821,-0.243305728,-0.401363371,0.469350863,10.66991474
822,2024,822,-0.047909747,0.646909327,0.648680986,10.65693431
823,2024,823,-1.537947644,-0.160308386,1.546279967,10.64398542
824,2024,824,0.408366989,-1.573980451,1.626092881,10.63106796
825,2024,825,0.369660935,-0.191832752,0.416472102,10.61818182
826,2024,826,-0.471204185,-0.122061946,0.486757129,10.60532688
827,2024,827,0.073872194,0.319185485,0.327622458,10.59250302
828,2024,828,-0.406313967,-0.498217688,0.642893385,10.57971014
829,2024,829,0.505266716,-0.182922821,0.537359481,10.56694813
830,2024,830,0.329807121,0.630538934,0.711584208,10.55421687
831,2024,831,0.585325238,-0.1712164,0.609853007,10.54151625
832,2024,832,-0.403339969,0.245378197,0.472116077,10.52884615
833,2024,833,0.406948632,-0.453693413,0.609462797,10.51620648
834,2024,834,0.451744764,0.30032294,0.542464008,10.50359712
835,2024,835,-0.186875368,-0.023631732,0.188363643,10.49101796
836,2024,836,1.271700143,0.069244668,1.27358395,10.4784689
837,2024,837,0.097612281,0.734280111,0.740739791,10.46594982
838,2024,838,-0.566760143,-0.351797241,0.667066982,10.45346062
839,2024,839,0.841511694,-0.602111975,1.03473705,10.44100119
840,2024,840,0.149603517,1.054583663,1.065142204,10.42857143
841,2024,841,-0.17406323,-0.236350605,0.293529584,10.41617122
842,2024,842,0.082777294,0.689406705,0.69435847,10.40380048
843,2024,843,-0.381127984,0.333312223,0.50631569,10.39145907
844,2024,844,0.171630753,0.191777547,0.257363057,10.37914692
845,2024,845,-0.37526716,0.63280723,0.735710834,10.36686391
846,2024,846,-0.030333469,0.316722024,0.318171274,10.35460993
847,2024,847,-0.387010756,0.926308956,1.003905179,10.34238489
848,2024,848,-1.125045901,0.274493644,1.158047943,10.33018868
849,2024,849,-0.032159729,-0.266789977,0.268721306,10.3180212
850,2024,850,-0.277170974,0.652567501,0.708990897,10.30588235
851,2024,851,-0.922815337,-0.478518188,1.039503633,10.29377203
852,2024,852,-0.088010918,-0.41463816,0.423875837,10.28169014
853,2024,853,-0.263525051,0.298211456,0.397964225,10.26963658
854,2024,854,-0.491878572,-0.947817585,1.06784957,10.25761124
855,2024,855,0.219626866,-0.540183562,0.58312455,10.24561404
856,2024,856,0.557467747,0.228953864,0.602652604,10.23364486
857,2024,857,-0.370614209,0.285241469,0.467672522,10.22170362
858,2024,858,-0.225011983,-0.806245688,0.837055853,10.20979021
859,2024,859,0.39520474,-0.211357942,0.44817292,10.19790454
860,2024,860,-0.105912763,-0.229580203,0.252833113,10.18604651
861,2024,861,0.398109674,-0.278037307,0.485588361,10.17421603
862,2024,862,0.298198149,-0.191077104,0.354164645,10.16241299
863,2024,863,0.780152912,-0.091414804,0.785490441,10.15063731
864,2024,864,0.417765412,0.795456708,0.898487236,10.13888889
865,2024,865,-0.694294659,0.346919041,0.77614296,10.12716763
866,2024,866,0.15218828,-0.972227461,0.984066821,10.11547344
867,2024,867,0.7998381,0.335925769,0.867517786,10.10380623
868,2024,868,-0.366929004,-0.115921476,0.384804733,10.0921659
869,2024,869,0.801835083,0.072191289,0.805078309,10.08055236
870,2024,870,-0.609933598,0.201108903,0.642233435,10.06896552
871,2024,871,0.332799882,-0.680286576,0.757327926,10.05740528
872,2024,872,0.02523541,0.239382286,0.240708755,10.04587156
873,2024,873,0.213040529,-0.192156568,0.286897915,10.03436426
874,2024,874,-0.103506844,0.990161741,0.9955571,10.0228833
875,2024,875,-1.576135722,-0.169906465,1.585267177,10.01142857
876,2024,876,-0.320490146,-0.789879328,0.852422012,10
877,2024,877,-0.114081434,-0.301120705,0.322006604,9.988597491
878,2024,878,0.465874773,-0.703754663,0.843984555,9.977220957
879,2024,879,-0.121918457,1.055612145,1.062629338,9.965870307
880,2024,880,-0.410184943,0.042796732,0.412411503,9.954545455
881,2024,881,-0.200870095,-0.099758188,0.22427771,9.943246311
882,2024,882,-0.913583761,-0.194536171,0.93406617,9.931972789
883,2024,883,0.439262022,-0.258091696,0.509472715,9.920724802
884,2024,884,0.317758819,-0.139529932,0.347043613,9.909502262
885,2024,885,0.372750797,-0.578724931,0.68837904,9.898305085
886,2024,886,0.357467467,0.543371759,0.650412068,9.887133183
887,2024,887,-0.088691673,-0.614751974,0.621116899,9.875986471
888,2024,888,1.152597909,-0.30364628,1.191924076,9.864864865
889,2024,889,0.119311735,0.663461915,0.674104594,9.853768279
890,2024,890,0.191256811,0.243902041,0.309947372,9.842696629
891,2024,891,-0.142931501,0.238330616,0.277904474,9.831649832
892,2024,892,-0.098463839,-0.592525078,0.60065056,9.820627803
893,2024,893,0.710143257,0.421189567,0.825653739,9.809630459
894,2024,894,-0.390965124,-0.023544379,0.391673417,9.798657718
895,2024,895,-0.005351719,-0.43631814,0.43635096,9.787709497
896,2024,896,0.788275095,0.780827589,1.109535645,9.776785714
897,2024,897,-0.851265643,0.480456451,0.977492505,9.765886288
898,2024,898,-0.326307804,0.007639743,0.326397225,9.755011136
899,2024,899,0.235717753,0.716125896,0.753922514,9.744160178
900,2024,900,-0.761057247,-0.758186064,1.074269165,9.733333333
901,2024,901,0.358413066,0.188039947,0.404745534,9.722530522
902,2024,902,0.25887005,0.145628633,0.297020878,9.711751663
903,2024,903,-0.195812649,0.423660597,0.466723575,9.700996678
904,2024,904,-0.697750503,0.221661345,0.732113049,9.690265487
905,2024,905,0.660938783,-0.751445554,1.000754963,9.679558011
906,2024,906,0.434712351,0.766136055,0.880874158,9.668874172
907,2024,907,-0.822098578,0.175425633,0.840607057,9.658213892
908,2024,908,0.262050778,-0.448379435,0.519340667,9.647577093
909,2024,909,-0.018085542,0.045702123,0.049150492,9.636963696
910,2024,910,-0.302278387,0.179083246,0.351344606,9.626373626
911,2024,911,0.248369816,-0.103024852,0.268889728,9.615806806
912,2024,912,0.445869064,-0.004990008,0.445896986,9.605263158
913,2024,913,-0.459289989,0.489815697,0.671466091,9.594742607
914,2024,914,-0.103774751,-0.546174502,0.555945848,9.584245077
915,2024,915,0.974391404,-0.16034421,0.987496265,9.573770492
916,2024,916,-0.49486954,0.987584051,1.104634835,9.563318777
917,2024,917,-1.116707358,-0.321845049,1.162161589,9.552889858
918,2024,918,0.62430946,-0.5617575,0.839841527,9.54248366
919,2024,919,0.029103608,0.331874304,0.333147975,9.532100109
920,2024,920,-0.459289435,-0.315053383,0.556960878,9.52173913
921,2024,921,0.55338092,0.079078965,0.559002616,9.511400651
922,2024,922,-0.853205126,0.183882913,0.872795459,9.501084599
923,2024,923,-0.039936793,-0.360472499,0.362678053,9.490790899
924,2024,924,0.240802447,0.1003625,0.260880144,9.480519481
925,2024,925,-0.05398821,0.428831601,0.432216692,9.47027027
926,2024,926,-0.145665591,0.611584216,0.628692069,9.460043197
927,2024,927,-0.431509674,-1.272898704,1.344050487,9.449838188
928,2024,928,0.888685625,0.615851747,1.081219457,9.439655172
929,2024,929,-0.461161779,-0.004143847,0.461180396,9.42949408
930,2024,930,0.717003446,-0.753197935,1.039904356,9.419354839
931,2024,931,0.014674578,0.631915796,0.632086162,9.409237379
932,2024,932,0.517727795,-0.62743657,0.813460951,9.399141631
933,2024,933,0.651912522,0.546530085,0.850696814,9.389067524
934,2024,934,-0.732968216,0.031957823,0.733664574,9.379014989
935,2024,935,-0.275669323,-0.795903143,0.842291748,9.368983957
936,2024,936,0.373174001,-0.569892148,0.681201802,9.358974359
937,2024,937,0.176290635,0.006232022,0.176400754,9.348986126
938,2024,938,-0.185847992,0.082682584,0.203410634,9.33901919
939,2024,939,-0.134444246,-0.68816173,0.701171749,9.329073482
940,2024,940,0.055160091,0.339639582,0.344089641,9.319148936
941,2024,941,-0.319450761,0.387794378,0.502427376,9.309245484
942,2024,942,-0.145679498,-0.223111389,0.266460519,9.299363057
943,2024,943,-0.567798312,0.620550676,0.841117153,9.289501591
944,2024,944,-0.546127235,-0.070327548,0.550636832,9.279661017
945,2024,945,0.298227678,0.051368108,0.302619283,9.26984127
946,2024,946,-0.335185614,-0.037828673,0.33731351,9.260042283
947,2024,947,0.344622061,-0.102518204,0.359547419,9.250263992
948,2024,948,0.721313734,0.678985297,0.990613212,9.240506329
949,2024,949,-0.031609857,0.601365934,0.602196122,9.230769231
950,2024,950,-0.762073792,0.023776948,0.762444626,9.221052632
951,2024,951,0.502629025,-0.611407754,0.791489342,9.211356467
952,2024,952,0.674585678,0.175356621,0.697004865,9.201680672
953,2024,953,-0.54697412,0.062919794,0.550581137,9.192025184
954,2024,954,0.485204167,-0.583208757,0.758653767,9.182389937
955,2024,955,0.892839104,0.017132961,0.893003474,9.172774869
956,2024,956,-0.162687074,0.492811971,0.51897083,9.163179916
957,2024,957,0.103952569,-0.36302224,0.37761261,9.153605016
958,2024,958,0.213435981,0.481912622,0.527062323,9.144050104
959,2024,959,-0.616501251,0.137579931,0.631666075,9.13451512
960,2024,960,-0.06547435,-0.469658782,0.474200656,9.125
961,2024,961,0.214877818,0.125945101,0.249067551,9.115504683
962,2024,962,-0.271405317,-0.378056901,0.465390015,9.106029106
963,2024,963,0.43138182,-0.159724155,0.460002261,9.096573209
964,2024,964,0.216691224,0.336047048,0.399853354,9.087136929
965,2024,965,0.076103414,-0.037446657,0.084817344,9.077720207
966,2024,966,-0.797511035,0.277132386,0.844290359,9.068322981
967,2024,967,0.45884625,-0.673684118,0.815101326,9.058945191
968,2024,968,0.385430534,0.617055432,0.72753976,9.049586777
969,2024,969,-0.496764902,-0.413856466,0.646569828,9.040247678
970,2024,970,0.411571139,0.011866479,0.411742171,9.030927835
971,2024,971,-0.494456206,0.778610717,0.922345699,9.021627188
972,2024,972,0.542233051,-0.983333628,1.122925512,9.012345679
973,2024,973,0.525363047,0.733223966,0.902010928,9.003083248
974,2024,974,-0.361359688,0.811201602,0.888047782,8.993839836
975,2024,975,-0.32786868,0.427206743,0.538519704,8.984615385
976,2024,976,-0.652883114,-0.133120682,0.666316348,8.975409836
977,2024,977,0.315835337,-0.425427563,0.529849574,8.966223132
978,2024,978,0.133553485,0.241401461,0.275882581,8.957055215
979,2024,979,0.069497129,0.614684295,0.618600544,8.947906027
980,2024,980,-0.527473378,0.188491837,0.560140462,8.93877551
981,2024,981,-0.542110099,-0.43749876,0.696626531,8.929663609
982,2024,982,0.092119931,-0.158147838,0.183021366,8.920570265
983,2024,983,0.082166343,-0.241746291,0.255328371,8.911495422
984,2024,984,-0.147357334,0.63421877,0.651112611,8.902439024
985,2024,985,-0.951946883,-0.265293951,0.98822252,8.893401015
986,2024,986,0.571271246,-0.43792219,0.71981017,8.884381339
987,2024,987,-0.371322991,0.741840626,0.829583196,8.875379939
988,2024,988,-0.689289821,-0.331398923,0.764817431,8.866396761
989,2024,989,-0.042362747,0.151190918,0.157013681,8.857431749
990,2024,990,-0.655118057,-1.120919126,1.298321745,8.848484848
991,2024,991,1.473790663,0.495881171,1.554978153,8.839556004
992,2024,992,-0.7503847,1.482630944,1.661707469,8.830645161
993,2024,993,-0.882436459,-1.311499893,1.580735928,8.821752266
994,2024,994,1.120174322,-0.242730704,1.146171325,8.812877264
995,2024,995,-0.00352063,-0.480778298,0.480791188,8.804020101
996,2024,996,0.960410376,-0.701815113,1.189509371,8.795180723
997,2024,997,0.610450925,1.119429722,1.27505813,8.786359077
998,2024,998,-0.959327293,-0.179104085,0.975903237,8.77755511
999,2024,999,0.311135308,-1.526153458,1.557546004,8.768768769
1000,2024,1000,1.506927148,-0.245746085,1.52683351,8.76
1001,2024,1001,0.479083978,0.765446478,0.9030115,8.751248751
1002,2024,1002,0.035691995,-0.051714692,0.062835721,8.74251497
1003,2024,1003,-0.502313552,0.513357072,0.718230039,8.733798604
1004,2024,1004,-1.041325245,-0.420314065,1.122952439,8.725099602
1005,2024,1005,0.029705808,-0.827007273,0.827540612,8.71641791
1006,2024,1006,0.673391095,0.569421119,0.881870726,8.707753479
1007,2024,1007,-0.131271776,0.597248812,0.611505047,8.699106256
1008,2024,1008,-0.809877629,-0.258967579,0.850274062,8.69047619
1009,2024,1009,0.00843021,0.077083124,0.07754274,8.681863231
1010,2024,1010,-0.299826931,0.382044252,0.48564802,8.673267327
1011,2024,1011,-0.52381535,-0.527296371,0.743252302,8.664688427
1012,2024,1012,-0.040055752,0.176063651,0.180562655,8.656126482
1013,2024,1013,-0.266657532,-0.255342235,0.369196284,8.647581441
1014,2024,1014,0.637994861,-0.293313062,0.70218943,8.639053254
1015,2024,1015,-0.156355875,0.5862295,0.606722495,8.630541872
1016,2024,1016,-0.068111981,-0.605594764,0.609413045,8.622047244
1017,2024,1017,0.331407533,-0.026027301,0.332427997,8.613569322
1018,2024,1018,0.081109543,0.063008939,0.102707762,8.605108055
1019,2024,1019,0.262749369,0.734907235,0.780465166,8.596663395
1020,2024,1020,-0.713204124,0.389994713,0.812868993,8.588235294
1021,2024,1021,-0.752422487,-0.525519193,0.917774494,8.579823702
1022,2024,1022,0.451575686,-0.373266561,0.585874155,8.571428571
1023,2024,1023,0.482991283,-0.30738421,0.572508194,8.563049853
1024,2024,1024,0.887962591,-0.011382053,0.888035537,8.5546875
1025,2024,1025,0.505353394,0.845260593,0.984808369,8.546341463
1026,2024,1026,-0.464721602,0.492685078,0.677277457,8.538011696
1027,2024,1027,-0.824982949,0.03788644,0.825852438,8.52969815
1028,2024,1028,0.755245754,-0.917337724,1.18823594,8.521400778
1029,2024,1029,1.126790425,0.47906576,1.224402166,8.513119534
1030,2024,1030,-0.573230044,0.501149982,0.761409212,8.504854369
1031,2024,1031,0.583778722,-0.78165897,0.975596403,8.496605238
1032,2024,1032,0.563196308,0.836634743,1.008537443,8.488372093
1033,2024,1033,-0.391971529,-0.222108064,0.450525995,8.480154889
1034,2024,1034,0.030400844,0.279705096,0.281352363,8.471953578
1035,2024,1035,-0.202549776,0.820163695,0.844804651,8.463768116
1036,2024,1036,-0.380356631,0.307915867,0.489370359,8.455598456
1037,2024,1037,-0.486732982,-0.156930927,0.51140621,8.447444552
1038,2024,1038,0.356554006,-0.067981911,0.362976996,8.439306358
1039,2024,1039,-1.000792853,0.754225284,1.253172819,8.431183831
1040,2024,1040,-0.206318513,-1.269510825,1.28616681,8.423076923
1041,2024,1041,1.338572115,0.216017452,1.355890426,8.414985591
1042,2024,1042,-1.013824481,1.348317784,1.686950184,8.406909789
1043,2024,1043,-0.477650983,-0.69491272,0.843240268,8.398849473
1044,2024,1044,0.550555707,0.331338228,0.642570314,8.390804598
1045,2024,1045,-0.773137549,-0.723584853,1.058922428,8.38277512
1046,2024,1046,1.235479817,-0.703986863,1.421973235,8.374760994
1047,2024,1047,-0.231171074,0.933853973,0.96204122,8.366762178
1048,2024,1048,-0.813642545,-1.298843476,1.532647568,8.358778626
1049,2024,1049,0.870995244,0.21478354,0.897086776,8.350810296
1050,2024,1050,-0.077006125,1.166308367,1.168847787,8.342857143
1051,2024,1051,-1.127788321,-0.663051177,1.308259669,8.334919125
1052,2024,1052,-0.268367529,-0.747229003,0.793959894,8.326996198
1053,2024,1053,0.825178799,-0.356241951,0.898792734,8.319088319
1054,2024,1054,-0.413724837,-0.124888496,0.4321636,8.311195446
1055,2024,1055,-0.322320034,-0.804180837,0.866370026,8.303317536
1056,2024,1056,0.557931471,0.590501911,0.812391552,8.295454545
1057,2024,1057,-0.67974662,-0.176321482,0.702242645,8.287606433
1058,2024,1058,0.178677225,-1.274903931,1.287363812,8.279773157
1059,2024,1059,1.641592976,-0.026430057,1.641805727,8.271954674
1060,2024,1060,0.263909173,0.569068137,0.627285099,8.264150943
1061,2024,1061,-0.641919975,0.111675831,0.651561774,8.256361923
1062,2024,1062,-0.059210407,0.192690227,0.201582231,8.248587571
1063,2024,1063,0.244663626,-0.078793139,0.257038224,8.240827846
1064,2024,1064,-0.147041705,-0.427636987,0.452210853,8.233082707
1065,2024,1065,-0.064187335,0.434029473,0.43875004,8.225352113
1066,2024,1066,0.828598626,0.110007305,0.835869183,8.217636023
1067,2024,1067,-0.142760138,0.89882572,0.910092375,8.209934396
1068,2024,1068,-2.093106254,0.038598772,2.093462122,8.202247191
1069,2024,1069,0.542018186,-1.014181177,1.149933552,8.194574369
1070,2024,1070,-0.027356579,0.467896556,0.468695605,8.186915888
1071,2024,1071,-0.180109635,-0.261492792,0.317518441,8.179271709
1072,2024,1072,0.660385338,0.605562521,0.895999309,8.171641791
1073,2024,1073,-1.842583587,0.590433175,1.934870954,8.164026095
1074,2024,1074,-0.681226315,-1.250437149,1.423960097,8.156424581
1075,2024,1075,1.044059668,-0.697015642,1.25534513,8.148837209
1076,2024,1076,0.441386999,0.292875381,0.529715463,8.141263941
1077,2024,1077,0.523337175,0.203706907,0.561585525,8.133704735
1078,2024,1078,-0.657603811,1.1479293,1.322945369,8.126159555
1079,2024,1079,-1.602470085,-0.829093412,1.804246729,8.11862836
1080,2024,1080,0.926531286,-0.830653895,1.244365749,8.111111111
1081,2024,1081,-0.080914389,1.052964134,1.056068466,8.103607771
1082,2024,1082,-0.577163028,-0.51130104,0.771068035,8.096118299
1083,2024,1083,1.424318249,-0.067506446,1.425917107,8.088642659
1084,2024,1084,0.520513365,0.761593577,0.922474357,8.081180812
1085,2024,1085,-0.455695214,0.3311607,0.563316552,8.073732719
1086,2024,1086,-0.605545741,-0.601866243,0.853773166,8.066298343
1087,2024,1087,1.302270178,-0.389867265,1.359376364,8.058877645
1088,2024,1088,1.118224318,1.064196957,1.543677682,8.051470588
1089,2024,1089,0.473453196,0.916198533,1.031299026,8.044077135
1090,2024,1090,0.950085004,0.786678217,1.233500763,8.036697248
1091,2024,1091,-0.642929226,-0.393058727,0.753560318,8.029330889
1092,2024,1092,0.056596669,-1.298429362,1.29966226,8.021978022
1093,2024,1093,4.24744749,-0.10104094,4.248649133,8.014638609
1094,2024,1094,0.677789737,3.403306942,3.470143667,8.007312614
1095,2024,1095,-4.996779271,2.588711027,5.627541903,8
1096,2024,1096,0.826232056,-1.164507145,1.427843235,7.99270073
1097,2024,1097,0.637569005,-1.493040069,1.623472477,7.985414768
1098,2024,1098,-0.024538982,-0.106790183,0.109573286,7.978142077
1099,2024,1099,0.011482681,1.116832206,1.116891234,7.970882621
1100,2024,1100,-0.855941478,-0.900114395,1.242111806,7.963636364
1101,2024,1101,-0.743385563,0.442214052,0.864971308,7.95640327
1102,2024,1102,-0.861501366,-0.293228152,0.910037006,7.949183303
1103,2024,1103,0.294765031,-0.48156122,0.564612816,7.941976428
1104,2024,1104,-0.460454907,-0.136054406,0.4801349,7.934782609
1105,2024,1105,-0.392383249,-0.222508437,0.45108161,7.92760181
1106,2024,1106,-0.596047843,-0.71377966,0.929921735,7.920433996
1107,2024,1107,-0.243845424,-0.958059633,0.988604497,7.913279133
1108,2024,1108,-1.065882586,0.374076936,1.129619069,7.906137184
1109,2024,1109,-0.015617872,-0.645130085,0.645319103,7.899008115
1110,2024,1110,0.889540794,-0.814378621,1.206024611,7.891891892
1111,2024,1111,0.129230144,0.751327086,0.762360033,7.884788479
1112,2024,1112,-0.888563229,0.355310932,0.95696942,7.877697842
1113,2024,1113,-0.682505085,-0.892195833,1.123310552,7.870619946
1114,2024,1114,-0.257898536,-0.768913092,0.811011096,7.863554758
1115,2024,1115,0.763790242,-0.635296007,0.993466935,7.856502242
1116,2024,1116,0.895425781,0.34430421,0.95933973,7.849462366
1117,2024,1117,0.269913396,1.066099834,1.099737286,7.842435094
1118,2024,1118,-0.301897859,0.132858543,0.329838915,7.835420394
1119,2024,1119,-0.592613256,-0.518816459,0.787629983,7.828418231
1120,2024,1120,1.07435823,-0.706475875,1.285828048,7.821428571
1121,2024,1121,1.187767081,1.057578287,1.590365515,7.814451383
1122,2024,1122,-1.224575349,1.138635602,1.672147069,7.807486631
1123,2024,1123,0.130775695,-0.276958177,0.306281103,7.800534283
1124,2024,1124,0.402116535,0.722245507,0.826641567,7.793594306
1125,2024,1125,-1.36309376,0.258390031,1.387368014,7.786666667
1126,2024,1126,0.462088737,0.213926635,0.509205859,7.779751332
1127,2024,1127,0.33175323,0.98634217,1.040639746,7.77284827
1128,2024,1128,-0.955896768,-0.023381279,0.956182679,7.765957447
1129,2024,1129,-0.382847419,0.41566834,0.565112657,7.759078831
1130,2024,1130,-0.509048741,0.165459053,0.535263784,7.752212389
1131,2024,1131,-0.010924913,-1.239466394,1.239514541,7.74535809
1132,2024,1132,0.489630185,0.062945635,0.493659671,7.738515901
1133,2024,1133,0.157097741,0.023092655,0.158785928,7.73168579
1134,2024,1134,0.389535252,0.001670742,0.389538835,7.724867725
1135,2024,1135,-0.324650144,-0.74730053,0.814773464,7.718061674
1136,2024,1136,1.611856974,-0.637487566,1.733341657,7.711267606
1137,2024,1137,0.089430698,0.105758382,0.138501571,7.704485488
1138,2024,1138,0.181770616,-0.943790587,0.961135385,7.69771529
1139,2024,1139,0.697056511,1.111604078,1.312079039,7.69095698
1140,2024,1140,-0.313251631,-0.931169124,0.982447211,7.684210526
1141,2024,1141,0.831259554,0.021818355,0.831545841,7.677475898
1142,2024,1142,0.181961682,0.43292041,0.469606362,7.670753065
1143,2024,1143,0.168872773,-0.926622142,0.941884604,7.664041995
1144,2024,1144,0.709681087,0.016558514,0.709874235,7.657342657
1145,2024,1145,0.03302088,0.300258256,0.302068533,7.650655022
1146,2024,1146,-0.168284431,0.039612414,0.172883756,7.643979058
1147,2024,1147,-0.3824093,0.172575921,0.419546566,7.637314734
1148,2024,1148,0.042975014,0.013877356,0.04516008,7.630662021
1149,2024,1149,0.601549002,0.07288316,0.605948147,7.624020888
1150,2024,1150,-0.307078791,0.005311384,0.307124722,7.617391304
1151,2024,1151,-0.698669936,-0.032144449,0.699408997,7.610773241
1152,2024,1152,0.623891429,-0.13731741,0.638824378,7.604166667
1153,2024,1153,0.08410392,0.311012139,0.322183208,7.597571552
1154,2024,1154,-0.138314908,0.951458284,0.961459245,7.590987868
1155,2024,1155,-0.615199863,0.525897042,0.809344531,7.584415584
1156,2024,1156,-0.365214624,-0.345410524,0.502682954,7.577854671
1157,2024,1157,0.252881021,0.572296533,0.625677338,7.571305099
1158,2024,1158,-0.870663183,-0.072890258,0.873708972,7.564766839
1159,2024,1159,0.009091363,-0.812165182,0.812216065,7.558239862
1160,2024,1160,0.510202811,0.307707931,0.595811278,7.551724138
1161,2024,1161,-0.363464966,0.489013727,0.609295664,7.545219638
1162,2024,1162,-0.193689957,-0.75961637,0.783921444,7.538726334
1163,2024,1163,0.149602994,-0.144184007,0.207774117,7.532244196
1164,2024,1164,-0.06444562,0.150609818,0.163818665,7.525773196
1165,2024,1165,-0.242390535,-0.059230172,0.249522313,7.519313305
1166,2024,1166,-0.453543191,-0.368835798,0.584586411,7.512864494
1167,2024,1167,0.291034743,-0.605885897,0.672159908,7.506426735
1168,2024,1168,0.049657137,-0.210468386,0.216247018,7.5
1169,2024,1169,0.199185492,0.407517895,0.453591992,7.49358426
1170,2024,1170,-0.275436466,0.412450451,0.495964335,7.487179487
1171,2024,1171,-0.283926734,-0.344273181,0.446249273,7.480785653
1172,2024,1172,-0.269754408,0.887636773,0.927721122,7.47440273
1173,2024,1173,-0.456900194,-0.29172674,0.542090655,7.468030691
1174,2024,1174,0.05950844,-0.347348038,0.352408732,7.461669506
1175,2024,1175,-0.163640542,-0.247556952,0.296753553,7.455319149
1176,2024,1176,0.546248722,0.055823477,0.549093732,7.448979592
1177,2024,1177,-0.199373489,0.13258411,0.239433361,7.442650807
1178,2024,1178,-0.052347384,-0.211976232,0.218344158,7.436332767
1179,2024,1179,0.310046583,0.290342514,0.424767771,7.430025445
1180,2024,1180,0.27836981,-0.203790526,0.344993231,7.423728814
1181,2024,1181,0.116297989,-0.050472456,0.126778117,7.417442845
1182,2024,1182,-0.262130608,-0.060172153,0.268948218,7.411167513
1183,2024,1183,0.99285642,0.108693075,0.998788294,7.40490279
1184,2024,1184,-0.634072678,0.551343606,0.840254684,7.398648649
1185,2024,1185,0.05845772,-0.276261978,0.282379152,7.392405063
1186,2024,1186,1.002499626,0.983454031,1.404345874,7.386172007
1187,2024,1187,-0.387891398,0.261359982,0.467727246,7.379949452
1188,2024,1188,0.30569453,0.31082818,0.435962502,7.373737374
1189,2024,1189,-0.797809092,0.352358436,0.872155843,7.367535744
1190,2024,1190,-0.370818613,-0.861198165,0.937639975,7.361344538
1191,2024,1191,0.352801561,0.312570699,0.471348473,7.355163728
1192,2024,1192,0.25977536,0.292467619,0.391178407,7.348993289
1193,2024,1193,-0.636544367,-0.180263048,0.661576525,7.342833194
1194,2024,1194,-0.122837756,-0.316052511,0.339084508,7.336683417
1195,2024,1195,0.415442877,-0.178012387,0.451974771,7.330543933
1196,2024,1196,-0.390495622,-0.457072166,0.601167028,7.324414716
1197,2024,1197,-0.054539959,0.05864806,0.080088714,7.318295739
1198,2024,1198,-0.378573519,-0.148891781,0.40680053,7.312186978
1199,2024,1199,0.247446807,-0.39722146,0.467990182,7.306088407
1200,2024,1200,0.201467442,0.321913553,0.379759748,7.3
1201,2024,1201,-0.049541702,-0.550643608,0.552867763,7.293921732
1202,2024,1202,0.553241578,-0.101763609,0.562522955,7.287853577
1203,2024,1203,-0.127056017,0.285462391,0.312461211,7.281795511
1204,2024,1204,-0.188593014,-0.817122332,0.838603739,7.275747508
1205,2024,1205,1.42964986,0.161171441,1.438706,7.269709544
1206,2024,1206,-0.611096199,0.171283777,0.634646907,7.263681592
1207,2024,1207,0.584362221,-0.919150146,1.089181434,7.257663629
1208,2024,1208,0.789531037,-0.049903466,0.791106576,7.251655629
1209,2024,1209,0.012370231,0.002880536,0.012701185,7.245657568
1210,2024,1210,0.042231075,-0.079769776,0.090258965,7.239669421
1211,2024,1211,0.362792773,-0.587772972,0.690721118,7.233691164
1212,2024,1212,0.700179678,0.596915245,0.920086622,7.227722772
1213,2024,1213,-0.49720994,0.839873776,0.976015207,7.221764221
1214,2024,1214,-0.1393519,-0.242905848,0.280039646,7.215815486
1215,2024,1215,0.171516778,0.50405657,0.532438758,7.209876543
1216,2024,1216,-0.589753062,0.586852377,0.831988213,7.203947368
1217,2024,1217,-0.106287087,0.756722177,0.764150115,7.198027938
1218,2024,1218,-0.636462513,0.486920589,0.801358965,7.192118227
1219,2024,1219,-0.41725192,-0.04173802,0.419334267,7.186218212
1220,2024,1220,-0.252641825,0.302660196,0.394247493,7.180327869
1221,2024,1221,-0.231739733,-0.277810424,0.361776085,7.174447174
